pEtaBin,jEtaBin,pPtBin,pPtL,pPtR,xs_c,xs_c_error,xs_b,xs_b_error,frac_c_b,yield_c,error_c,yield_b,error_b
1,0,4,400.0,500.0,0.04576121823363211,0.005996629573067342,0.08944578060962802,0.004426201420744562,0.5116084618160998,25.644586698127434,3.360511212746938,50.12541545363553,2.480443276185252
1,0,5,500.0,600.0,0.01349167712019325,0.0030320517843019897,0.029121759545673392,0.0023082301144606984,0.46328509439937676,7.5607358581562965,1.6991618199228349,16.319834049395368,1.2935321561437754
1,0,6,600.0,1000.0,0.0019498389383862153,0.000413351905603679,0.003999935532148384,0.00029972801915219234,0.4874675910936363,4.37075896428654,0.9265696316012069,8.966255488863817,0.6718703277315543
1,0,7,1000.0,1500.0,4.848972078769767e-05,9.523936746242312e-05,6.518806271633431e-05,4.082837484690603e-05,0.7438435622592523,0.13586819764712885,0.26686070762970954,0.18265695173116872,0.11440110632103068
1,1,0,210.0,230.0,1.196428597245699,0.43088562985612056,3.247611443424701,0.32648737515276155,0.3684026300831204,89.39714478619862,32.195774262849326,242.66152705269366,24.395136671414342
1,1,1,230.0,250.0,0.5761570662404919,0.35848649737648436,2.2466642325801796,0.2762311079021431,0.2564500105913935,43.050455989489556,26.786111083970912,167.870751458391,20.639988382448134
1,1,2,250.0,300.0,0.4262816265780631,0.16600344456777044,1.1135200453204337,0.11744832992848905,0.38282348698571794,79.62940784478218,31.009443445259517,208.00554446585699,21.939348030641753
1,1,3,300.0,400.0,0.1376420289976647,0.057284323205422136,0.3654673813136384,0.043436454805930835,0.3766191896604378,51.42306203352753,21.401423149545707,136.5386136587753,16.22785951549576
1,1,4,400.0,500.0,0.04194560960843238,0.016495465340731996,0.08293094950983836,0.010196215665710195,0.5057895738123226,15.670879749710338,6.162705851297472,30.983002736875605,3.8093061727093285
1,1,5,500.0,600.0,0.01850671415653653,0.013730174270635973,0.02295575888572028,0.005747791680350109,0.8061904748463229,6.914108408882047,5.129593107509599,8.576271519705097,2.1473749717788007
1,1,6,600.0,1000.0,0.0017550354529589835,0.0012827146801865823,0.0014981853274744544,0.0004042298050877289,1.1714408229571376,2.622724980901905,1.9168888180708283,2.2388881533778244,0.604081020723102
1,1,7,1000.0,1500.0,-0.534796573875803,0.0,-0.534796573875803,0.0,-999.0,-999.0,0.0,-999.0,0.0
