pEtaBin,jEtaBin,pPtBin,pPtL,pPtR,xs_c,xs_c_error,xs_b,xs_b_error,frac_c_b,yield_c,error_c,yield_b,error_b
0,0,0,210.0,230.0,17.548551680442568,0.32722291685681515,6.576051750670127,0.18649096166994866,2.668554376667473,3041.2342004274183,56.70904038295349,1139.6560725981356,32.31962962124878
0,0,1,230.0,250.0,12.042244047563075,0.27303067356515415,4.50932829758231,0.15051722944452167,2.6705183683387084,2086.969062418871,47.317307851535475,781.4846312842045,26.08523793165338
0,0,2,250.0,300.0,6.740352406131091,0.12680635786760375,2.49627598681602,0.0685780854790282,2.7001631397048995,2920.325083480356,54.940122609717996,1081.5365340479086,29.712141314643755
0,0,3,300.0,400.0,2.525268386117126,0.050699099692475935,0.8984182094235968,0.025081583401200636,2.8107938592843933,2188.1955619382115,43.931783865524245,778.4973468297351,21.733693648808373
0,0,4,400.0,500.0,0.8849547323713859,0.015442711910813516,0.2959886643739196,0.007169562292833575,2.989826432181981,766.8309746944532,13.381418724958127,256.48009745328875,6.212569117986149
0,0,5,500.0,600.0,0.36579604743937366,0.008811451562654053,0.12366886978852051,0.0038806829925039812,2.9578668266711077,316.969591027166,7.635299008070989,107.16154904914879,3.3626894266645495
0,0,6,600.0,1000.0,0.08391120347287996,0.0015876953367600533,0.026698669182635828,0.00063833326671448,3.14289835567736,290.84294413327973,5.503079052837285,92.53972328055038,2.2125141690937244
0,0,7,1000.0,1500.0,0.006384319835309005,0.00046886736204300157,0.0022605824605898745,0.00019663022199015916,2.8241924135088117,27.660704118459794,2.0314147327875083,9.794199568751688,0.8519200997945635
0,1,0,210.0,230.0,12.897981310669735,0.5939801077425286,4.066965934720834,0.2598486544372244,3.1714013634970573,1490.1811687095383,68.62608572814078,469.88097623390615,30.02187413905915
0,1,1,230.0,250.0,8.675059679520142,0.4971181885733474,2.6528527801125397,0.20780872555688137,3.2700871094520854,1002.2816951330391,57.43504703501026,306.49999880308235,24.00938891593984
0,1,2,250.0,300.0,5.121454362454484,0.24810378073097267,1.4482406112832278,0.09836517886938191,3.536328371510428,1479.2808780513528,71.66229602633413,418.30981816304745,28.411798264632267
0,1,3,300.0,400.0,1.9863193655303504,0.1048490620200268,0.4637023989620527,0.03378687957742999,4.283608128783699,1147.4569710795727,60.569206147729076,267.87160183239854,19.518004594289753
0,1,4,400.0,500.0,0.5887417871821845,0.03185482720510486,0.15002682101517806,0.009767862602122234,3.9242435665728204,340.1043556194043,18.401896579844973,86.66749396404805,5.642698867993971
0,1,5,500.0,600.0,0.18031202990571915,0.014269731679916334,0.05227729789340588,0.004848185657172888,3.449145942343421,104.16265343593582,8.243338596854066,30.1995494470627,2.8006998904356335
0,1,6,600.0,1000.0,0.027734660475453927,0.0021484754723076213,0.009016620553614565,0.0007685014282719293,3.0759485009420424,64.08703465384089,4.964525243370666,20.834885445648244,1.7757916203365123
0,1,7,1000.0,1500.0,0.0010298105988018114,0.0011592514454104386,0.0002770344337250399,0.0014309165811704381,3.7172657021542355,2.974504933579152,3.3483818749235104,0.8001862583714051,4.1330594530526925
1,0,0,210.0,230.0,6.906533708520365,0.3026439235702048,2.327564281751937,0.13680009907911467,2.9672794700741316,774.0842980509624,33.920330953748554,260.8734046987571,15.332555104787172
1,0,1,230.0,250.0,4.668456049394213,0.24066015350004366,1.6144077470351408,0.1119565683732639,2.891745321445484,523.2405540161034,26.97319000428489,180.94282028769857,12.548092183275417
1,0,2,250.0,300.0,2.429154603785919,0.10537516249888161,0.8695636216714409,0.04893844869026832,2.7935329207041737,680.6491199808145,29.526120532186624,243.6517267923377,13.71255332301318
1,0,3,300.0,400.0,0.8485724485514502,0.03846103252359384,0.2855067993537328,0.01613238256653475,2.972161960668751,475.54000016823267,21.553562626221986,159.99801035783184,9.040587190286073
1,0,4,400.0,500.0,0.2628353587122048,0.011366423485023862,0.08142181453736623,0.004302225950189473,3.2280705140952612,147.29293502231957,6.369743721007372,45.628784866740034,2.4109674224861806
1,0,5,500.0,600.0,0.08009443901259068,0.005456707514190091,0.026774132724718465,0.002257776148242036,2.9914858432985114,44.88492362265581,3.057938890952127,15.004223978932226,1.2652577534748368
1,0,6,600.0,1000.0,0.011362417176585005,0.0007308079493196345,0.0035107357027103197,0.0002911542440434813,3.2364775188895925,25.469994343032944,1.6381790991948926,7.869665151195452,0.6526513534478676
1,0,7,1000.0,1500.0,0.00023469104229649132,0.00015002950313930966,5.6818790532672374e-05,3.7501002010152684e-05,4.130518092628837,0.6576043005147686,0.4203826677963456,0.15920625107254796,0.10507780763244781
1,1,0,210.0,230.0,11.724281587961464,0.9068290044902492,2.6936770914097132,0.30849345967688013,4.352519322138074,876.0383202524805,67.75826321551142,201.27155227013378,23.050631307056484
1,1,1,230.0,250.0,7.268111550864582,0.6983553555649661,1.8749527715282805,0.26170940152842853,3.876423801832789,543.0732950806015,52.18111216781426,140.09647108859312,19.55492648220418
1,1,2,250.0,300.0,3.9394354557246216,0.319402059670248,0.9911214118763958,0.11305681977876739,3.974725405504522,735.8865431293592,59.664304746402316,185.14147973851072,21.119013934673745
1,1,3,300.0,400.0,1.1808683704006253,0.11662909934673427,0.32588674121385486,0.041570470123066215,3.6235545085453804,441.1724231816736,43.57263151593992,121.75128651749617,15.530727637977536
1,1,4,400.0,500.0,0.2763331646649433,0.03071830201383641,0.07080547893849856,0.009936696531972905,3.9027087847956725,103.2380703188228,11.476357632369282,26.45292693142306,3.7123498243450768
