pEtaBin,jEtaBin,pPtL,pPtR,b_value,b_error,b_xs,b_xs_err,c_value,c_error,c_xs,c_xs_err,l_value,l_error,l_xs,l_xs_err,fake_value,fake_error,fake_xs,fake_xs_err
0,0,210,230,6734.177573072947,76.94863919216596,0.00011668949057548318,1.3333621530436053e-06,37580.52431280945,314.0004212495005,0.000651193436768881,5.440983520036803e-06,155091.004029889,356.4832838901493,0.0026874091240854663,6.17712442899466e-06,15163.015671979147,175.073626276112,0.0002627439735813079,3.0336669981869425e-06
0,0,230,250,4456.605520215673,60.38463359693969,7.722383649775786e-05,1.0463418964758224e-06,25792.335099435342,246.10798687341412,0.0004469282864680798,4.2645468289473196e-06,103395.52473347509,292.1187455136096,0.0017916324566755355,5.06181894249896e-06,10439.194045756723,137.732144375158,0.00018088982982700062,2.3866156763181615e-06
0,0,250,300,6041.148247422395,73.60013318390929,4.187228529888701e-05,5.101357636816245e-07,34240.86674929654,301.66544769997927,0.0002373296073340793,2.0908974872946574e-06,139459.23711441827,336.02824348490685,0.000966617061005184,2.3290722067095964e-06,13226.750859967453,147.57070501303951,9.167698968853534e-05,1.0228391042547847e-06
0,0,300,400,4128.888016618288,57.63611150588872,1.4309032812823518e-05,1.9974312876055925e-07,21598.34972320501,196.4270604670437,7.48510237255848e-05,6.807356465558612e-07,92002.99434645537,220.98221640929114,0.0003188446525269744,7.658337481966498e-07,8582.737769976908,118.35074667430672,2.9744249754452242e-05,4.101551581851438e-07
0,0,400,500,1112.2102455877762,31.580521798401264,3.854464648791488e-06,1.0944513894312977e-07,6249.698371661474,138.49060074109502,2.165889186396435e-05,4.79951634022525e-07,24854.47507435112,155.2819229638044,8.613541901668711e-05,5.381434715556313e-07,1919.6135261976003,54.69418328615291,6.652593343231061e-06,1.895476118902205e-07
0,0,500,600,417.36566961175953,18.97259715703558,1.4464182698546754e-06,6.575124202250853e-08,1955.03173188786,77.03010804771054,6.7753383208990055e-06,2.669547682556901e-07,8947.229432023201,83.69014465730288,3.100742839510055e-05,2.900357241929053e-07,466.31582336335913,28.300687693330246,1.616059430720567e-06,9.807857883271116e-08
0,0,600,800,244.3676090440113,14.707131245829231,4.234389649378144e-07,2.5484443115441357e-08,1364.7493123415866,63.51379942046276,2.3648307501893023e-06,1.1005639246167434e-07,4971.014196243872,67.3096008608295,8.61374841855405e-06,1.1663373812260799e-07,165.86877861056314,18.283959444373394,2.874165860406924e-07,3.1682353043344895e-08
0,0,800,1000,60.92335965243266,7.554735369346666,1.0556769144929563e-07,1.3090807483405486e-08,266.5120543673693,31.990037401187493,4.618107485122731e-07,5.543217605014567e-08,1198.5445548320693,32.96541324727116,2.0768319816008877e-06,5.712230241471073e-08,41.026556232934034,10.966629660540448,7.109061047083304e-08,1.900292076548999e-08
0,0,1000,1500,28.86948617799191,5.563941617013647,2.0009960228884134e-08,3.856468029456994e-09,104.7025093182872,21.18649006396935,7.257119279526529e-08,1.4684737405990228e-08,455.45361214896377,21.32799643874165,3.1568309214141705e-07,1.4782818020029206e-08,12.975085468745315,7.856644822049658,8.99326515876444e-09,5.445581866348871e-09
0,1,210,230,1783.4913981016457,42.68216705085945,4.635637398152322e-05,1.109391668643598e-06,8925.312017283846,192.75675855893405,0.00023198603717146328,5.01011913863734e-06,48161.49577617651,216.5995082610243,0.0012518099678452993,5.629838091649613e-06,6069.448264613593,105.20977301643097,0.0001577566417844307,2.7346044896275317e-06
0,1,230,250,1326.1563466673904,36.459750501447274,3.446935579813794e-05,9.476590867312907e-07,4981.919814783307,136.03722473281277,0.00012948968429333225,3.5358692908948828e-06,31055.83109919479,158.5821250630015,0.000807200820970399,4.121854640863379e-06,4134.853738315872,81.07890330233454,0.00010747280668484938,2.1073967429814145e-06
0,1,250,300,1527.1312790105148,43.055307834682594,1.5877232436118242e-05,4.476361263078886e-07,6944.983122384018,196.69016142238434,7.220539112423618e-05,2.044942339747146e-06,39989.26332881179,201.96877527365723,0.0004157591672354925,2.0998228730772444e-06,4931.870965663927,91.30235852974829,5.127552735186294e-05,9.492496082470951e-07
0,1,300,400,856.5912446337887,37.25820195393146,4.4528910122928745e-06,1.936824753395453e-07,4418.510678986772,204.13029950101782,2.2969119300993827e-05,1.0611478714953936e-06,23595.21761482058,217.3544274646556,0.00012265702353173998,1.1298919789370572e-06,3102.9286093989094,69.6402548957451,1.613021730392061e-05,3.6201685116641934e-07
0,1,400,500,201.54193911028008,15.328480555068808,1.0476925778618258e-06,7.968334222812762e-08,1068.5075113657088,71.43865023168559,5.554513338461585e-06,3.713656023684964e-07,5518.240082895056,75.17300316409774,2.868593605495325e-05,3.907782063539325e-07,592.9611562463326,28.394255496005314,3.082440335258049e-06,1.4760426970388186e-07
0,1,500,600,70.5236263901457,8.161188589781798,3.6660895622536587e-07,4.242499972854968e-08,267.1838859768936,37.338388566358105,1.3889246848473607e-06,1.9409931621670542e-07,1629.8993484233822,40.05203884157004,8.472844200782535e-06,2.0820591489687672e-07,117.43486610613374,13.338009393817508,6.104716375397715e-07,6.933610695145451e-08
0,1,600,800,31.6880843477245,6.512333814789768,8.236342997475171e-08,1.6926808962030602e-08,167.83985249509632,26.848896306337295,4.362480794439442e-07,6.97854488949307e-08,739.5722616514336,27.411362704375165,1.922290647656988e-06,7.124740731689096e-08,40.91371383011601,8.379506236388,1.0634261658344054e-07,2.1779949445675422e-08
0,1,800,1000,6.1178005157282405,2.19483310195893,1.5901340985065457e-08,5.704793654162394e-09,12.722690266460395,8.219357414441523,3.306872063811941e-08,2.136369183485917e-08,94.66654323556632,9.73763634858998,2.4605656559022235e-07,2.5309990995851428e-08,0.497606044947466,14.148260463054232,1.2933738811190345e-09,3.67740519472896e-08
0,1,1000,1500,8.613194792811418e-14,0.39408318267546966,8.954940392003364e-23,4.0971921513897536e-10,1.9913425916432879,2.535067922632234,2.0703530614570613e-09,2.6356517741591133e-09,32.009795810275804,3.6257280176015723,3.32798479932735e-08,3.7695859731788005e-09,1.548517173863284e-14,0.5677405071391437,1.6099576662903912e-23,5.902667386322173e-10
1,0,210,230,1578.2627477065018,38.42145732344841,4.228700723492502e-05,1.0294410396330059e-06,7698.810013953124,156.66794512749675,0.00020627720906005374,4.197665147146524e-06,43145.04006462906,187.44863787409122,0.0011560018279690037,5.022384211676645e-06,3868.8903182982754,95.13993848207792,0.00010366068204977662,2.549121350528203e-06
1,0,230,250,1141.450905451769,33.686172745657586,3.058333776634688e-05,9.02566719440468e-07,5014.7786692919135,129.91705868024656,0.0001343629140192632,3.480918249090808e-06,29718.620386741422,155.60369770668876,0.0007962625469886755,4.1691503523515154e-06,3081.150549271549,77.59435985866776,8.255446424131704e-05,2.07901584289503e-06
