pEtaBin,jEtaBin,pPtBin,pPtL,pPtR,xs_c,xs_c_error,xs_b,xs_b_error,frac_c_b,yield_c,error_c,yield_b,error_b
0,0,0,210.0,230.0,5.386222300782088,0.20603255538518248,5.318731031635601,0.14882005450440444,1.0126893555521141,933.453869614739,35.70626597847366,921.7573627065763,25.791110725831306
0,0,1,230.0,250.0,3.5410722519474422,0.17044263506243218,3.6431093948260687,0.11998372672045826,0.9719917433652859,613.6819855514995,29.538390426859745,631.3654305609369,20.793659775562297
0,0,2,250.0,300.0,1.8570246921074127,0.07781492439324152,2.0128708733643537,0.05442179339224939,0.9225751719500732,804.5745181024575,33.714094142615814,872.0964345938398,23.57878620512597
0,0,3,300.0,400.0,0.6130600727839167,0.029645964798211463,0.7433038379099924,0.020093025543885135,0.82477721964642,531.2288142687195,25.688821416946194,644.0876416257665,17.411008494287344
0,0,4,400.0,500.0,0.1884970596103807,0.00839796239063026,0.24229772890220794,0.005607802010386387,0.7779563616399339,163.33647209358708,7.2770023707289315,209.9558280483412,4.859272598040012
0,0,5,500.0,600.0,0.06896600986965132,0.0047173111160245165,0.09968128035141509,0.002995171773274504,0.6918652090595089,59.76042687225025,4.087644428257564,86.3758230501082,2.595376244977823
0,0,6,600.0,1000.0,0.014481116038534792,0.000829763744083193,0.02143909215361165,0.0004750740562206671,0.6754537894971122,50.192706678844665,2.8760275180918735,74.30960853179026,1.6466446847853295
0,0,7,1000.0,1500.0,0.001203832120712469,0.0002489486447344604,0.0017085237408662084,0.00013129149048622947,0.7046036832371644,5.215723046198843,1.078594898176523,7.4023499596769335,0.5688335116806378
0,1,0,210.0,230.0,1.8795737032203517,0.2935136487715352,3.1434088254331267,0.18709363917986743,0.5979412184673012,217.1584273752665,33.91139292446808,363.17688205524166,21.61605069628516
0,1,1,230.0,250.0,1.056783052018563,0.24158759529376328,2.1145378892091107,0.15370920645770583,0.4997702133461539,122.09648669801669,27.91206440986023,244.30524956766376,17.758946877297497
0,1,2,250.0,300.0,0.605120728863588,0.11286762557451611,1.1827961697491092,0.07221689279897049,0.5116018671179365,174.78307132495874,32.60068497094323,341.6388456703326,20.859127316054632
0,1,3,300.0,400.0,0.260687717802843,0.042037124610282056,0.39664938399854976,0.02427387215771248,0.6572245623449553,150.59408082034633,24.284006144867735,229.1364161482822,14.022530468067343
0,1,4,400.0,500.0,0.07960659975039576,0.013451378605690286,0.11803756159240349,0.006934735425560983,0.6744175216469313,45.987140543808614,7.770592392935163,68.18793858069964,4.006057960638068
0,1,5,500.0,600.0,0.028019846391244947,0.006723151353398275,0.03857196778550953,0.003212519229084353,0.7264303067724551,16.186504863294378,3.883830073831115,22.282254350333144,1.8558081082574487
0,1,6,600.0,1000.0,0.0038290316420059914,0.0012140956265709203,0.006730353117171338,0.000498045566024136,0.5689198731990563,8.847819995816083,2.8054350462299564,15.551961554910152,1.1508438503232914
0,1,7,1000.0,1500.0,0.00025031928416688115,0.00034532778752947586,0.00017375679147654864,6.882666013139054e-05,1.44063021675136,0.7230222203876194,0.9974447815001379,0.501879116500863,0.1987989251235084
1,0,0,210.0,230.0,1.3497949865911967,0.17018753879947052,1.9257309639251952,0.10929499865977738,0.7009260441240064,151.2850220971413,19.074619348644653,215.83592643673586,12.249783449787847
1,0,1,230.0,250.0,0.8968610185066669,0.13192093139045585,1.3428298984430442,0.09033423482472366,0.6678887769378238,100.52018295422721,14.78569799024229,150.5043750174964,10.124661039155027
1,0,2,250.0,300.0,0.44631015661704426,0.05917332894843572,0.7255076017059242,0.0397203999118787,0.615169511067302,125.05610588409579,16.580366771351688,203.28722999799993,11.129656055308411
1,0,3,300.0,400.0,0.1548008786551022,0.019664485935565603,0.23070521534540972,0.012887313106815958,0.6709899402288576,86.75041239831927,11.019977918290962,129.2872026795676,7.2220502650596625
1,0,4,400.0,500.0,0.04454088269074303,0.005649244330348375,0.06882839534414519,0.00346097154432134,0.6471294655067366,24.960710659892392,3.165836522727229,38.57143275085896,1.9395284534376787
1,0,5,500.0,600.0,0.012937272630862199,0.0027635511921005654,0.021981930241060276,0.0017617922938505525,0.5885412467871695,7.250047582335176,1.5486940880531568,12.318673707090177,0.9873084014738496
1,0,6,600.0,1000.0,0.0018207715816666973,0.00036583348243638124,0.0029332726599916007,0.0002231431126458512,0.6207304239053969,4.081441577464068,0.820052334229392,6.575223994637171,0.50019760130694
1,0,7,1000.0,1500.0,3.7966283708716014e-05,7.241600462499516e-05,4.067032606515813e-05,2.397722826426195e-05,0.9335131380036158,0.10638152695182225,0.2029096449592364,0.11395825363457307,0.06718419359646198
1,1,0,210.0,230.0,1.143430960240355,0.3613352184696574,2.303306284783467,0.2289021089607402,0.49643026973629284,85.43716134915933,26.998967524052798,172.10304559902065,17.10356558154651
1,1,1,230.0,250.0,0.5963817476781561,0.2948468943585788,1.593804673862403,0.19780490871321804,0.3741874757042174,44.56164418651182,22.030959946473008,119.08908523099875,14.779982779051652
1,1,2,250.0,300.0,0.39919869280722825,0.1393479396511532,0.7995802468568283,0.08250807361133966,0.4992603236216618,74.57031581639023,26.030195126835412,149.3615901128555,15.412508150598248
1,1,3,300.0,400.0,0.1222483647416539,0.045587909869332345,0.24882526207677225,0.02874269226976815,0.49130206363024165,45.671989067481896,17.031643127182562,92.9611179118821,10.738269831985379
1,1,4,400.0,500.0,0.03470180508822962,0.012739004191620973,0.060438226403262414,0.00737892371229287,0.5741698119446543,12.964594380962586,4.759291965989595,22.579721384258836,2.756765898912616
